ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
66ECBBC43A3F2F0E,classic_bike,2023-08-07 10:05:27,2023-08-07 10:18:31,1 Ave & E 18 St,5854.09,3 Ave & E 62 St,6762.04,40.733879805,-73.980472326,40.76312584,-73.96526895,member
D09B7368A2628F7A,classic_bike,2023-08-02 15:57:05,2023-08-02 16:42:45,Ave A & E 11 St,5703.13,Central Park West & W 68 St,7079.06,40.728747129,-73.9815135,40.7734066,-73.97782542,casual
DAC241526D6466E9,classic_bike,2023-08-15 17:58:05,2023-08-15 18:03:22,W 16 St & The High Line,6233.05,11 Ave & W 27 St,6425.04,40.74334935,-74.00681753,40.751396,-74.005226,member
D71E76978FA36E95,classic_bike,2023-08-14 21:56:54,2023-08-14 22:07:55,Ralph Ave & Fulton St,4220.02,Bushwick Ave & Harman St,4640.01,40.67933023,-73.921984911,40.69356,-73.92524,member
00F7499CC9C08775,classic_bike,2023-08-16 18:56:22,2023-08-16 19:17:24,Brooklyn Ave & Prospect Pl,4057.04,Butler St & Court St,4339.01,40.67412,-73.94447,40.6849894,-73.99440329,casual
0982ED683FFFA772,classic_bike,2023-08-02 16:53:17,2023-08-02 17:09:34,Westchester Ave & E 156 St,7891.06,Cauldwell Ave & E 161 St,7952.02,40.817793727,-73.905239463,40.82188,-73.907521,member
23B8927AE09D75A5,classic_bike,2023-08-23 18:43:25,2023-08-23 19:15:50,Great Jones St,5636.11,E 88 St & Park Ave,7293.1,40.72743423,-73.99379025,40.781410700190015,-73.95595908164978,member
E406F1943C4F901B,classic_bike,2023-08-13 00:20:32,2023-08-13 00:32:25,Suffolk St & Stanton St,5445.02,King St & Varick St,5687.11,40.72066442,-73.98517977,40.72789701409023,-74.00536268949507,casual
1007BE6140DA03B0,classic_bike,2023-08-15 17:10:46,2023-08-15 17:17:39,2 Ave & E 104 St,7436.11,E 106 St & Lexington Ave,7504.18,40.789028645,-73.943803191,40.791976,-73.945993,member
F19ED382F7AAD3FA,classic_bike,2023-08-08 22:40:53,2023-08-08 22:57:43,W 17 St & 8 Ave,6148.02,E 5 St & Cooper Sq,5712.12,40.74177603,-74.00149746,40.72769,-73.990993,member
3A1AE4C54AB05EF5,classic_bike,2023-08-02 08:40:34,2023-08-02 08:48:40,Market St & Henry St,5270.09,Mercer St & Spring St,5532.01,40.71310702305908,-73.99446353316307,40.72362738,-73.99949601,member
AA39BD0378B30358,electric_bike,2023-08-28 07:18:22,2023-08-28 07:18:57,E 78 St & 2 Ave,7057.07,E 78 St & 2 Ave,7057.07,40.7727966,-73.95577801,40.7727966,-73.95577801,member
F054F6971529C36B,classic_bike,2023-08-01 19:39:44,2023-08-01 19:43:57,4 Ave & E 12 St,5788.15,W 13 St & 7 Ave,6030.04,40.732647,-73.99011,40.73781509,-73.99994661,member
CEA921C314C10424,classic_bike,2023-08-13 20:08:19,2023-08-13 20:26:49,E 33 St & 5 Ave,6322.01,W 51 St & Rockefeller Plaza,6700.14,40.74765947,-73.98490707,40.75973805251143,-73.97811613976955,casual
A7FB6A62308112C6,classic_bike,2023-08-12 13:43:01,2023-08-12 14:03:05,Vernon Blvd & 41 Rd,6514.08,Metropolitan Ave & Bedford Ave,5308.04,40.755511045,-73.948452473,40.71534825,-73.96024116,member
651D3D0C4A7EE2FD,classic_bike,2023-08-16 06:23:58,2023-08-16 06:31:26,E 114 St & 1 Ave,7540.02,5 Ave & E 103 St,7511.19,40.794584513,-73.936131001,40.7922553,-73.95249933,member
CF137E46C15D68E8,classic_bike,2023-08-02 07:52:44,2023-08-02 07:56:36,Driggs Ave & Lorimer St,5481.04,Driggs Ave & N 9 St,5411.08,40.72179134,-73.9504154,40.71816969454208,-73.95520135760307,member
0162FEF5917DFDE3,classic_bike,2023-08-06 15:02:03,2023-08-06 15:23:14,Graham Ave & Herbert St,5403.05,Greenpoint Ave & 47 St,6134.03,40.71929301,-73.94500379,40.7424,-73.91808,casual
8821A08FFCD84D49,classic_bike,2023-08-11 11:14:57,2023-08-11 11:26:37,Montague St & Clinton St,4677.06,St James Pl & Oliver St,5238.05,40.693770051,-73.991910934,40.71307916,-73.99851193,member
DBFE8A31A572F86A,classic_bike,2023-08-24 05:26:13,2023-08-24 05:31:41,W 41 St & 8 Ave,6602.03,5 Ave & E 29 St,6248.06,40.756702662,-73.989067435,40.7451677,-73.98683077,member
1F185CEBE53D81B9,classic_bike,2023-08-09 05:57:04,2023-08-09 05:59:27,Ashland Pl & Dekalb Ave,4513.09,Schermerhorn St & Hoyt St,4479.10,40.690117836,-73.978791475,40.6886263,-73.9851911,member
F01837F48693844F,classic_bike,2023-08-03 07:25:13,2023-08-03 07:49:24,35 Ave & 10 St,6806.06,5 Ave & E 78 St,7161.08,40.763171792,-73.93995595,40.77632142182271,-73.96427392959595,member
0D5A33257E9AFB7C,classic_bike,2023-08-01 17:51:21,2023-08-01 17:56:22,E 12 St & 3 Ave,5788.12,Avenue D & E 10 St,5575.13,40.732113838,-73.988967419,40.72506551015475,-73.97515833377838,member
2B9D1BBA2502B285,classic_bike,2023-08-22 18:43:54,2023-08-22 18:47:24,Ave A & E 11 St,5703.13,E 10 St & 2 Ave,5746.02,40.72854745023944,-73.98175925016403,40.72970805644994,-73.9865979552269,member
AE591DBC143283CE,classic_bike,2023-08-28 20:38:17,2023-08-28 21:17:51,Brooklyn Bridge Park - Pier 2,4756.04,Reade St & Broadway,5247.10,40.698501348,-73.997258186,40.71450451,-74.00562789,member
9D318E778AF2EB23,classic_bike,2023-08-07 10:14:32,2023-08-07 10:34:40,W 30 St & 8 Ave,6373.07,W 110 St & Amsterdam Ave,7646.04,40.749443293,-73.995081425,40.802692,-73.96295,member
DC3D8BDA80834552,classic_bike,2023-08-07 11:44:01,2023-08-07 11:52:40,Broadway & Berry St,5164.05,Driggs Ave & N 9 St,5411.08,40.710375786,-73.965202928,40.71816969454208,-73.95520135760307,member
22A613C72B77541D,classic_bike,2023-08-25 10:36:18,2023-08-25 10:48:15,Henry St & Grand St,5294.04,Fulton St & William St,5137.11,40.714214802,-73.981099248,40.70960089363537,-74.00655090808868,member
52A41A0DF11A1409,classic_bike,2023-08-11 21:08:52,2023-08-11 21:26:08,Washington Square E,5755.09,W 25 St & 9 Ave,6339.06,40.730652571,-73.995623231,40.74783260583772,-74.0005722643582,member
B689B9AD812BBEEB,classic_bike,2023-08-03 20:25:08,2023-08-03 20:31:29,Amsterdam Ave & W 119 St,7727.07,W 106 St & Amsterdam Ave,7634.01,40.8086249,-73.9596214,40.8008363,-73.9664492472,member
259CE787650A370D,classic_bike,2023-08-22 16:12:09,2023-08-22 16:36:55,E 188 St & Creston Ave,8566.05,Broadway & W 185 St,8416.07,40.861657619,-73.898255944,40.852538,-73.93441,member
FE41BF953D330C6D,classic_bike,2023-08-06 02:14:06,2023-08-06 02:18:48,1 Ave & E 18 St,5854.09,E 33 St & 1 Ave,6197.08,40.734012604,-73.980392933,40.74322681432173,-73.97449783980846,member
755FDF1D718BBB77,classic_bike,2023-08-22 16:55:36,2023-08-22 17:25:11,Stanton St & Norfolk St,5445.07,Irving Ave & DeKalb Ave,4898.02,40.720747,-73.986274,40.7027,-73.92095,member
C96DE93C8528D5F0,classic_bike,2023-08-28 18:04:19,2023-08-28 18:07:22,E 32 St & Park Ave,6280.12,E 27 St & Park Ave S,6131.13,40.7457121,-73.98194829,40.74275179648995,-73.9847157150507,member
031DB2255FC03EE8,classic_bike,2023-08-31 16:40:25,2023-08-31 16:44:05,Woodward Ave & Harman St,5074.08,Wyckoff Av & Stanhope St,4931.05,40.707962275,-73.911067724,40.703545,-73.917775,member
29483D6EB2279B68,classic_bike,2023-08-19 12:52:38,2023-08-19 14:26:45,Central Park West & W 72 St,7141.07,West St & Chambers St,5329.03,40.776036859,-73.97606039,40.71754834,-74.01322069,casual
502796E8015A48A3,classic_bike,2023-08-24 01:30:35,2023-08-24 01:38:41,Perry St & Greenwich Ave,5955.12,W 25 St & 9 Ave,6339.06,40.735918,-74.000939,40.74783260583772,-74.0005722643582,member
A0A63D405582AEC0,classic_bike,2023-08-17 11:27:16,2023-08-17 11:30:20,Broadway & E 21 St,6098.10,E 16 St & Irving Pl,5938.11,40.73988840858996,-73.98958593606949,40.735367055605394,-73.98797392845154,member
89D0E7BD093E9E7D,classic_bike,2023-08-01 17:23:21,2023-08-01 17:32:28,Bushwick Ave & Powers St,5250.05,Metropolitan Ave & Bedford Ave,5308.04,40.712427735,-73.941037655,40.71534825,-73.96024116,casual
754E31205AA67B86,classic_bike,2023-08-17 17:45:25,2023-08-17 18:01:45,E 1 St & Bowery,5636.13,W 37 St & 5 Ave,6398.06,40.724546432,-73.992215157,40.75038009,-73.98338988,member
86F3E3AE0FCBEE66,classic_bike,2023-08-30 08:47:40,2023-08-30 08:48:55,39 Ave & 45 St,6401.03,43 St & 37 Ave,6401.01,40.74947822183477,-73.91826465725897,40.750181,-73.919998,member
136F218C57097593,classic_bike,2023-08-05 11:04:05,2023-08-05 11:07:38,Bergen St & Buffalo Ave,4072.02,St Johns Pl & Utica Ave,3966.01,40.6747,-73.92512,40.6705,-73.9308,member
6F22385CA4F4ACDE,classic_bike,2023-08-19 07:13:36,2023-08-19 07:22:00,5 Ave & W 131 St,7735.05,W 145 St & Amsterdam Ave,7997.08,40.810037851,-73.939752698,40.825244,-73.947257,member
509671FD6C9528B9,classic_bike,2023-08-08 09:16:23,2023-08-08 09:21:07,E 4 St & Ave B,5515.08,E 3 St & 1 Ave,5553.03,40.72334683218016,-73.98265913128853,40.72467721,-73.98783413,member
E7A2D1D1DCAF1526,classic_bike,2023-08-17 20:42:57,2023-08-17 21:04:34,5 Ave & E 135 St,7769.06,5 Ave & E 135 St,7769.06,40.812054515,-73.937976599,40.812191,-73.937838,casual
A909103523270DDF,classic_bike,2023-08-31 13:55:30,2023-08-31 14:13:01,E 85 St & 3 Ave,7212.05,Wards Meadow Comfort Station,7327.01,40.777894258,-73.954217196,40.78294,-73.93077,member
3A1BA9D116AF6AE8,classic_bike,2023-08-18 09:39:43,2023-08-18 09:53:33,W 53 St & 10 Ave,6890.01,E 53 St & Lexington Ave,6617.09,40.76669671,-73.99061728,40.75828065,-73.97069431,casual
91244263E314CDFE,classic_bike,2023-08-13 00:56:05,2023-08-13 01:18:33,1 Ave & E 68 St,6822.09,Allen St & Stanton St,5484.09,40.764976978,-73.957828283,40.722055,-73.989111,member
66D1BAFB001E3F5A,classic_bike,2023-08-03 20:48:52,2023-08-03 22:59:48,Bayard St & Baxter St,5351.03,,,40.715991497,-73.999634147,40.78,-73.99,member
6A0E2EF2B0FBF24B,classic_bike,2023-08-03 00:23:22,2023-08-03 00:29:14,Lenox Ave & W 111 St,7602.05,West End Ave & W 107 St,7650.05,40.798798323,-73.952300787,40.8021174,-73.9681805305,casual
D5C08085776DC8DA,classic_bike,2023-08-31 09:21:39,2023-08-31 09:47:57,Bedford Ave & S 9 St,5093.01,Leonard St & Church St,5359.11,40.708477855,-73.964130878,40.717571,-74.005549,member
1C0B034079F12E5C,classic_bike,2023-08-06 11:24:13,2023-08-06 11:37:58,Broadway & Morris St,5033.01,West St & Liberty St,5184.08,40.705945132708806,-74.01321887969969,40.711444,-74.014847,casual
184DFA7C47C3925D,classic_bike,2023-08-21 16:28:44,2023-08-21 16:43:39,Berkeley Pl & 6 Ave,4134.06,52 St & 6 Ave,3084.05,40.676603675,-73.978610158,40.642703,-74.009441,member
2C4D3B43A10FC20D,classic_bike,2023-08-22 19:38:47,2023-08-22 19:50:11,St Marks Pl & 2 Ave,5669.10,King St & Varick St,5687.11,40.728427649,-73.987145424,40.72789701409023,-74.00536268949507,member
EB21DD18587D7554,classic_bike,2023-08-16 12:46:26,2023-08-16 12:53:08,8 Ave & W 31 St,6450.05,W 24 St & 7 Ave,6257.03,40.750461817,-73.994851828,40.74487634,-73.99529885,member
E94665C8091A89A4,classic_bike,2023-08-29 14:40:30,2023-08-29 14:53:51,Greenwich St & Perry St,5922.04,Broadway & W 25 St,6173.08,40.73498,-74.00697,40.74286877312112,-73.98918628692627,member
DDAD7D0119381982,electric_bike,2023-08-19 20:27:43,2023-08-19 20:42:38,Engert Ave & McGuinness Blvd,5473.03,Lefferts Pl & Franklin Ave,4222.02,40.72158,-73.94546,40.680342423,-73.9557689392,member
CB1A80909C532385,classic_bike,2023-08-19 11:59:12,2023-08-19 12:38:05,Cleveland Pl & Spring St,5492.05,E 88 St & Park Ave,7293.1,40.722103786686034,-73.99724900722504,40.781410700190015,-73.95595908164978,casual
D85D757F0CDE15B4,classic_bike,2023-08-02 18:24:35,2023-08-02 18:34:21,St Marks Pl & 2 Ave,5669.10,W Broadway & Spring St,5569.06,40.7284186,-73.98713956,40.72494672359416,-74.00165855884552,member
1419B2F17E004F92,classic_bike,2023-08-16 16:30:12,2023-08-16 16:50:12,Washington St & Gansevoort St,6039.06,W 20 St & 5 Ave,6098.02,40.739323,-74.008119,40.73972989238724,-73.99103969335556,member
52451799DA2E29F8,classic_bike,2023-08-29 21:57:47,2023-08-29 22:13:30,65 St & 35 Ave,6417.04,65 St & 35 Ave,6417.04,40.750564933,-73.897723198,40.75053,-73.8977,casual
EAB66E5FD0354520,classic_bike,2023-08-05 13:11:04,2023-08-05 13:14:34,Suffolk St & Stanton St,5445.02,Allen St & Stanton St,5484.09,40.72066442,-73.98517977,40.722055,-73.989111,member
3DF951297F355D48,classic_bike,2023-08-12 23:51:05,2023-08-13 00:02:53,S 4 St & Rodney St,5156.05,Hart St & Wyckoff Ave,4971.01,40.709362268,-73.956097722,40.704876,-73.919911,member
D0601BF858D029AC,classic_bike,2023-08-30 08:02:20,2023-08-30 08:05:18,W 27 St & 7 Ave,6247.06,5 Ave & E 29 St,6248.06,40.746640205,-73.993475795,40.7451677,-73.98683077,member
E4EC22C053ECE2B2,classic_bike,2023-08-09 17:36:30,2023-08-09 17:38:13,Rivington St & Chrystie St,5453.01,Allen St & Rivington St,5414.06,40.72110063,-73.9919254,40.72019576,-73.98997825,member
544008E0F2ECC891,classic_bike,2023-08-05 16:16:36,2023-08-05 16:55:17,Broadway & W 138 St,7942.07,Southern Blvd & Tiffany St,7867.04,40.821695209,-73.953647137,40.818185,-73.894143,casual
D52BFA720A3FA4B8,classic_bike,2023-08-08 20:32:51,2023-08-08 20:39:15,Devoe St & Morgan Ave,5282.02,Driggs Ave & N Henry St,5542.04,40.713811,-73.93515,40.72325,-73.94308,member
FE9D2077453A2DF3,electric_bike,2023-08-20 23:05:21,2023-08-20 23:24:17,W 110 St & Amsterdam Ave,7646.04,W 145 St & Amsterdam Ave,7997.08,40.802692,-73.96295,40.825244,-73.947257,member
35FBEF9423E73090,classic_bike,2023-08-19 16:57:10,2023-08-19 17:04:27,Grand Concourse & E 166 St,8092.06,3 Ave & E 170 St,8137.06,40.831954241,-73.91965723,40.834857,-73.903743,member
998B7EF407409F46,classic_bike,2023-08-31 22:23:27,2023-08-31 22:38:42,N 9 St & Wythe Ave,5489.06,DeKalb Ave & Franklin Ave,4528.01,40.72054,-73.959,40.69064807082943,-73.95746178925037,member
AF13318878EF9469,classic_bike,2023-08-23 13:58:54,2023-08-23 14:06:26,Walton Ave & E 168 St,8179.03,River Ave & E 151 St,7967.04,40.836548448,-73.918383479,40.822217,-73.928939,member
4A65DEAEDF5146C8,classic_bike,2023-08-28 08:47:27,2023-08-28 08:58:49,Sedgwick Ave & W Tremont Ave,8428.05,E 161 St & River Ave,8041.07,40.853060484,-73.918395877,40.827883,-73.927111,member
F3B9266EC6D84477,classic_bike,2023-08-22 13:46:09,2023-08-22 13:56:03,E 58 St & Madison Ave,6839.04,E 48 St & 5 Ave,6626.01,40.76302594280519,-73.97209525108337,40.75724567911726,-73.97805914282799,member
15D8D1CA47D63289,classic_bike,2023-08-05 19:31:05,2023-08-05 19:38:25,21 St & 4 Ave,3668.04,3 Ave & 14 St,3850.03,40.662584,-73.995554,40.6685455,-73.99333264,member
FDAFD54E286F661A,classic_bike,2023-08-14 19:25:18,2023-08-14 19:25:33,8 Ave & W 16 St,6072.11,8 Ave & W 16 St,6072.11,40.74088943,-74.001711965,40.740983,-74.001702,member
87602B8466A9DC6A,classic_bike,2023-08-23 15:48:26,2023-08-23 15:53:19,1 Ave & E 16 St,5779.08,E 15 St & 3 Ave,5863.07,40.73221853,-73.98165557,40.734232,-73.986923,member
45EBA2E1F4FCA2F5,classic_bike,2023-08-17 17:29:24,2023-08-17 17:44:20,43 St & 50 Ave,5983.04,Central Ave & Starr Street,4792.03,40.73791182,-73.92270267,40.700003,-73.92834,casual
06A15EA58D339FA4,classic_bike,2023-08-06 10:41:04,2023-08-06 11:11:13,Broadway & W 56 St,6847.02,Grand Army Plaza & Central Park S,6839.1,40.7652654,-73.98192338,40.7643971,-73.97371465,casual
22F2010CCA78B020,classic_bike,2023-08-01 13:10:39,2023-08-01 13:22:22,Broadway & W 56 St,6847.02,10 Ave & W 28 St,6459.04,40.76527369,-73.982730746,40.75066386,-74.00176802,casual
1752E1DC68396A3A,classic_bike,2023-08-18 11:44:29,2023-08-18 11:50:01,E 65 St & 2 Ave,6860.12,Grand Army Plaza & Central Park S,6839.1,40.76471851944339,-73.96222069859505,40.7643971,-73.97371465,member
8AB5D5EF3EE30326,classic_bike,2023-08-17 13:47:09,2023-08-17 13:54:22,Grand St & Samuel Dickstein Plaza,5335.07,Mott St & Prince St,5561.04,40.71511871996496,-73.98417055606842,40.72317958,-73.99480012,member
355B80AC79CA33A2,classic_bike,2023-08-17 11:35:36,2023-08-17 12:17:57,6 Ave & W 34 St,6364.10,E 74 St & 1 Ave,6953.08,40.749698758,-73.988195658,40.7689738,-73.95482273,member
F36A80453D0D361D,classic_bike,2023-08-23 16:07:41,2023-08-23 16:27:17,N 5 St & Wythe Ave,5419.04,Lafayette Ave & St James Pl,4494.04,40.718389,-73.961501,40.68851534,-73.9647628,member
031BC90C181FB219,classic_bike,2023-08-17 17:17:01,2023-08-17 17:32:28,E 174 St & Walton Ave,8285.09,E 161 St & River Ave,8041.07,40.844811,-73.912042,40.827883,-73.927111,member
4EF5B8D1B3F669E8,classic_bike,2023-08-12 15:58:07,2023-08-12 16:04:15,Broadway & W 58 St,6948.10,11 Ave & W 59 St,7059.01,40.76695317,-73.98169333,40.77149671054441,-73.99046033620834,member
C16D031BB8D2424F,electric_bike,2023-08-08 13:11:56,2023-08-08 13:22:09,31 Ave & 57 St,6621.06,39 Ave & 56 St,6349.03,40.757357,-73.904726,40.74838,-73.90699,casual
DB7789D4F80C1B5A,classic_bike,2023-08-15 11:00:00,2023-08-15 11:06:53,Dock 72 Way & Market St,4804.02,Washington Ave & Greene Ave,4419.03,40.699766994,-73.971313119,40.68650065,-73.96563307,member
F8F0F9EE0A62791F,classic_bike,2023-08-08 17:20:51,2023-08-08 17:28:05,W 27 St & 7 Ave,6247.06,W 16 St & The High Line,6233.05,40.746647,-73.993915,40.74334935,-74.00681753,member
EA6242D28D52EF4B,classic_bike,2023-08-14 17:23:02,2023-08-14 17:27:55,E 27 St & 1 Ave,6004.06,E 27 St & Park Ave S,6131.13,40.739445,-73.976806,40.74275179648995,-73.9847157150507,member
7AF0E56C288EB296,classic_bike,2023-08-26 10:10:33,2023-08-26 10:20:29,Grand Concourse & E 166 St,8092.06,Valentine Ave & E 183 St,8472.06,40.831979036,-73.91954124,40.856987,-73.898237,member
4AF97828BA200FF5,classic_bike,2023-08-15 22:12:27,2023-08-15 22:24:48,Central Park West & W 68 St,7079.06,Central Park W & W 91 St,7453.01,40.7734066,-73.97782542,40.78866499127884,-73.96680057048798,casual
69872AC8C9F6E69A,classic_bike,2023-08-06 00:28:51,2023-08-06 00:51:16,Gramercy Park N & Gramercy Park E,6013.12,Driggs Ave & N Henry St,5542.04,40.73808074,-73.985303879,40.72325,-73.94308,member
22786BCE3331664F,classic_bike,2023-08-12 18:24:31,2023-08-12 18:30:19,E 75 St & 3 Ave,6991.12,E 85 St & York Ave,7146.04,40.77112927,-73.95772297,40.77536905,-73.94803392,member
104D5A5CCB4024B8,classic_bike,2023-08-11 21:41:06,2023-08-11 21:46:54,E 11 St & Avenue B,5659.11,E 11 St & Avenue B,5659.11,40.72746420692392,-73.97950418293476,40.72746420692392,-73.97950418293476,member
08452EF9A2555473,classic_bike,2023-08-04 20:12:39,2023-08-04 20:22:02,W 44 St & 11 Ave,6756.05,Grand Army Plaza & Central Park S,6839.1,40.761695743,-73.996868491,40.7643971,-73.97371465,member
EE246696DC344D47,classic_bike,2023-08-01 08:50:06,2023-08-01 08:53:43,Murray St & Greenwich St,5288.12,Washington St & Laight St,5509.02,40.71485150526252,-74.01122331619263,40.72231,-74.0106,member
C8B0EBEB5FE69787,classic_bike,2023-08-25 15:54:37,2023-08-25 16:10:23,Rutgers St & Henry St,5230.02,King St & Varick St,5687.11,40.713213921,-73.990178108,40.72789701409023,-74.00536268949507,member
9B38CC7C366F90BC,classic_bike,2023-08-04 15:44:54,2023-08-04 15:45:31,E Burnside Ave & Ryer Ave,8397.02,E Burnside Ave & Ryer Ave,8397.02,40.850511193,-73.901258707,40.850535,-73.901318,member
31FFDCF80FF50A0E,classic_bike,2023-08-23 15:23:06,2023-08-23 15:42:53,Carlton Ave & Park Ave,4732.04,New York Ave & Hawthorne St,3504.02,40.695771575,-73.973626375,40.65794,-73.94735,member
EC22EC265552B71B,classic_bike,2023-08-13 13:59:11,2023-08-13 14:08:42,E 33 St & 1 Ave,6197.08,E 59 St & Madison Ave,6801.01,40.743597746,-73.975120306,40.76350532,-73.97109243,member
B45BB4B2FE13E120,classic_bike,2023-08-11 17:55:02,2023-08-11 17:56:06,E 1 St & 1 Ave,5593.01,E 3 St & 1 Ave,5553.03,40.72335597960796,-73.98864984512329,40.72467721,-73.98783413,member
0C41B34BBE4F8357,classic_bike,2023-08-21 20:00:02,2023-08-21 20:26:56,W 34 St & Hudson Blvd E,6535.04,West St & Chambers St,5329.03,40.75516719072139,-74.00059908628464,40.71754834,-74.01322069,member
3A492FE4055711FE,classic_bike,2023-08-18 15:14:12,2023-08-18 15:23:16,Suffolk St & Stanton St,5445.02,W Broadway & Spring St,5569.06,40.72066442,-73.98517977,40.72494672359416,-74.00165855884552,member
794EAC1FDF5B0172,classic_bike,2023-08-23 13:53:26,2023-08-23 13:57:45,Engert Ave & McGuinness Blvd,5473.03,Wythe Ave & N 13 St,5558.04,40.721671104,-73.945312619,40.722767,-73.957021,member
A36F7DE52E596659,classic_bike,2023-08-22 14:29:58,2023-08-22 14:52:39,Grand St & Elizabeth St,5382.06,1 Pl & Clinton St,4193.14,40.718953252,-73.99637723,40.6809591,-73.99905709,member
41359976DEB864A0,classic_bike,2023-08-04 22:57:51,2023-08-04 23:06:09,Bergen St & 4 Ave,4322.06,7 St & 5 Ave,3914.02,40.68256425759694,-73.9798977971077,40.6704922,-73.98541675,member
0539BFCE74BBF608,classic_bike,2023-08-21 19:53:41,2023-08-21 20:06:12,E 77 St & 1 Ave,7020.02,E 95 St & 3 Ave,7365.13,40.771120071,-73.953172565,40.7849032,-73.950503,member
71F11A7E0592AED5,classic_bike,2023-08-01 18:01:20,2023-08-01 18:24:37,Riverside Dr & W 91 St,7524.16,West St & Chambers St,5329.03,40.793215036,-73.976898551,40.71754834,-74.01322069,member
AF8F64744CF68501,classic_bike,2023-08-19 02:18:48,2023-08-19 02:36:31,W 36 St & 9 Ave,6569.07,William St & Pine St,5065.12,40.754648685,-73.995169282,40.70717936,-74.00887308,member
4B9B2698C7338DE1,classic_bike,2023-08-19 14:18:30,2023-08-19 14:31:53,6 Ave & W 34 St,6364.10,Greenwich Ave & Charles St,5914.08,40.8205595,-73.88820778333333,40.735238,-74.000271,member
270A99B5889F64F6,electric_bike,2023-08-25 15:43:20,2023-08-25 15:54:01,W 20 St & 7 Ave,6182.02,8 Ave & W 38 St,6526.05,40.74238787,-73.99726235,40.75461,-73.99177,member
C1DEA88FE4502927,classic_bike,2023-08-07 01:03:09,2023-08-07 01:06:06,Laight St & Hudson St,5539.06,Washington St & Laight St,5509.02,40.721870899,-74.00777185,40.72231,-74.0106,member
CF3EE10B1FEA4985,classic_bike,2023-08-20 00:58:18,2023-08-20 01:12:37,Grand Concourse & E 205 St,8766.03,Grand Concourse & E 203 St,8734.04,40.875505924,-73.886178017,40.87382,-73.88661,member
6B5A300A3ACC15B7,classic_bike,2023-08-01 17:29:01,2023-08-01 17:32:56,St Nicholas Ave & Manhattan Ave,7723.01,Frederick Douglass Blvd & W 115 St,7658.13,40.809725,-73.953149,40.8038654,-73.9559308,member
D8B4D0F377E9F066,classic_bike,2023-08-14 17:21:19,2023-08-14 17:26:54,Eastern Pkwy & Brooklyn Ave,3871.02,Maple St & Albany Ave,3608.06,40.66939,-73.94514,40.66155,-73.93974,member
2E9A367F56F1E8E0,classic_bike,2023-08-06 18:15:53,2023-08-06 18:35:26,Broadway & W 133 St,7903.02,Broadway & W 185 St,8416.07,40.819206834,-73.956042528,40.852538,-73.93441,member
